any,municipi,concepte,estat,valor
2022,"Quar, la",població jove sense estudis postobligatoris (%),.., 
2022,"Quar, la",estrangers de països de renda baixa o mitjana (%),,14.9
2022,"Quar, la",renda mitjana per persona (€),,17217
2022,Quart,població ocupada (%),,78.9
2022,Quart,treballadors de baixa qualificació (%),,7.5
2022,Quart,població amb estudis baixos (%),,8.9
2022,Quart,població jove sense estudis postobligatoris (%),,19.2
2022,Quart,estrangers de països de renda baixa o mitjana (%),,3.6
2022,Quart,renda mitjana per persona (€),,17029
2022,Queralbs,població ocupada (%),,73
2022,Queralbs,treballadors de baixa qualificació (%),.., 
2022,Queralbs,població amb estudis baixos (%),,8.1
2022,Queralbs,població jove sense estudis postobligatoris (%),.., 
2022,Queralbs,estrangers de països de renda baixa o mitjana (%),,2.6
2022,Queralbs,renda mitjana per persona (€),,19714
2022,Querol,població ocupada (%),,49.3
2022,Querol,treballadors de baixa qualificació (%),.., 
2022,Querol,població amb estudis baixos (%),,10.3
2022,Querol,població jove sense estudis postobligatoris (%),,33.8
2022,Querol,estrangers de països de renda baixa o mitjana (%),,2.3
2022,Querol,renda mitjana per persona (€),,13954
2022,Rabós,població ocupada (%),,72.7
2022,Rabós,treballadors de baixa qualificació (%),.., 
2022,Rabós,població amb estudis baixos (%),,7.7
2022,Rabós,població jove sense estudis postobligatoris (%),.., 
2022,Rabós,estrangers de països de renda baixa o mitjana (%),,4
2022,Rabós,renda mitjana per persona (€),,14417
2022,Rajadell,població ocupada (%),,76.3
2022,Rajadell,treballadors de baixa qualificació (%),.., 
2022,Rajadell,població amb estudis baixos (%),,9.9
2022,Rajadell,població jove sense estudis postobligatoris (%),,13.8
2022,Rajadell,estrangers de països de renda baixa o mitjana (%),,3.1
2022,Rajadell,renda mitjana per persona (€),,18856
2022,"Ràpita, la",població ocupada (%),,58.4
2022,"Ràpita, la",treballadors de baixa qualificació (%),,12.3
2022,"Ràpita, la",població amb estudis baixos (%),,16.3
2022,"Ràpita, la",població jove sense estudis postobligatoris (%),,24.3
2022,"Ràpita, la",estrangers de països de renda baixa o mitjana (%),,13.7
2022,"Ràpita, la",renda mitjana per persona (€),,12626
2022,Rasquera,població ocupada (%),,61
2022,Rasquera,treballadors de baixa qualificació (%),.., 
2022,Rasquera,població amb estudis baixos (%),,24.7
2022,Rasquera,població jove sense estudis postobligatoris (%),,19.6
2022,Rasquera,estrangers de països de renda baixa o mitjana (%),,6
2022,Rasquera,renda mitjana per persona (€),,11511
2022,Regencós,població ocupada (%),,72.3
2022,Regencós,treballadors de baixa qualificació (%),.., 
2022,Regencós,població amb estudis baixos (%),,11.9
2022,Regencós,població jove sense estudis postobligatoris (%),.., 
2022,Regencós,estrangers de països de renda baixa o mitjana (%),,4.4
2022,Regencós,renda mitjana per persona (€),,15066
2022,Rellinars,població ocupada (%),,72.4
2022,Rellinars,treballadors de baixa qualificació (%),.., 
2022,Rellinars,població amb estudis baixos (%),,6.8
2022,Rellinars,població jove sense estudis postobligatoris (%),,14
2022,Rellinars,estrangers de països de renda baixa o mitjana (%),,2.1
2022,Rellinars,renda mitjana per persona (€),,15538
2022,Renau,població ocupada (%),,71.1
2022,Renau,treballadors de baixa qualificació (%),.., 
2022,Renau,població amb estudis baixos (%),,1.7
2022,Renau,població jove sense estudis postobligatoris (%),.., 
2022,Renau,estrangers de països de renda baixa o mitjana (%),,2.6
2022,Renau,renda mitjana per persona (€),,16222
2022,Reus,població ocupada (%),,63.8
2022,Reus,treballadors de baixa qualificació (%),,13.8
2022,Reus,població amb estudis baixos (%),,16.6
2022,Reus,població jove sense estudis postobligatoris (%),,30
2022,Reus,estrangers de països de renda baixa o mitjana (%),,16
2022,Reus,renda mitjana per persona (€),,13503
2022,Rialp,població ocupada (%),,72.9
2022,Rialp,treballadors de baixa qualificació (%),.., 
2022,Rialp,població amb estudis baixos (%),,8.8
2022,Rialp,població jove sense estudis postobligatoris (%),,9.8
2022,Rialp,estrangers de països de renda baixa o mitjana (%),,5.5
2022,Rialp,renda mitjana per persona (€),,16580
2022,"Riba, la",població ocupada (%),,68
2022,"Riba, la",treballadors de baixa qualificació (%),.., 
2022,"Riba, la",població amb estudis baixos (%),,16.9
2022,"Riba, la",població jove sense estudis postobligatoris (%),,16.5
2022,"Riba, la",estrangers de països de renda baixa o mitjana (%),,6.5
2022,"Riba, la",renda mitjana per persona (€),,16818
2022,Riba-roja d'Ebre,població ocupada (%),,57.4
2022,Riba-roja d'Ebre,treballadors de baixa qualificació (%),,11.8
2022,Riba-roja d'Ebre,població amb estudis baixos (%),,25.5
2022,Riba-roja d'Ebre,població jove sense estudis postobligatoris (%),,22.4
2022,Riba-roja d'Ebre,estrangers de països de renda baixa o mitjana (%),,4.5
2022,Riba-roja d'Ebre,renda mitjana per persona (€),,14660
2022,Ribera d'Ondara,població ocupada (%),,72.9
2022,Ribera d'Ondara,treballadors de baixa qualificació (%),.., 
2022,Ribera d'Ondara,població amb estudis baixos (%),,11.4
2022,Ribera d'Ondara,població jove sense estudis postobligatoris (%),.., 
2022,Ribera d'Ondara,estrangers de països de renda baixa o mitjana (%),,1.8
2022,Ribera d'Ondara,renda mitjana per persona (€),,13999
2022,Ribera d'Urgellet,població ocupada (%),,63.1
2022,Ribera d'Urgellet,treballadors de baixa qualificació (%),.., 
2022,Ribera d'Urgellet,població amb estudis baixos (%),,15.9
2022,Ribera d'Urgellet,població jove sense estudis postobligatoris (%),,23.2
2022,Ribera d'Urgellet,estrangers de països de renda baixa o mitjana (%),,5.5
2022,Ribera d'Urgellet,renda mitjana per persona (€),,13047
2022,Ribes de Freser,població ocupada (%),,70.3
2022,Ribes de Freser,treballadors de baixa qualificació (%),,17.2
2022,Ribes de Freser,població amb estudis baixos (%),,14.4
2022,Ribes de Freser,població jove sense estudis postobligatoris (%),,19.1
2022,Ribes de Freser,estrangers de països de renda baixa o mitjana (%),,7
2022,Ribes de Freser,renda mitjana per persona (€),,15999
2022,Riells i Viabrea,població ocupada (%),,67.2
2022,Riells i Viabrea,treballadors de baixa qualificació (%),,13.2
2022,Riells i Viabrea,població amb estudis baixos (%),,5
2022,Riells i Viabrea,població jove sense estudis postobligatoris (%),,23
2022,Riells i Viabrea,estrangers de països de renda baixa o mitjana (%),,3.5
2022,Riells i Viabrea,renda mitjana per persona (€),,14386
2022,"Riera de Gaià, la",població ocupada (%),,72.6
2022,"Riera de Gaià, la",treballadors de baixa qualificació (%),,8.8
2022,"Riera de Gaià, la",població amb estudis baixos (%),,11.9
2022,"Riera de Gaià, la",població jove sense estudis postobligatoris (%),,18.7
2022,"Riera de Gaià, la",estrangers de països de renda baixa o mitjana (%),,6.4
2022,"Riera de Gaià, la",renda mitjana per persona (€),,14613
2022,Riner,població ocupada (%),,77.4
2022,Riner,treballadors de baixa qualificació (%),.., 
2022,Riner,població amb estudis baixos (%),,17.2
2022,Riner,població jove sense estudis postobligatoris (%),.., 
2022,Riner,estrangers de països de renda baixa o mitjana (%),,3.6
2022,Riner,renda mitjana per persona (€),,15165
2022,Ripoll,població ocupada (%),,69.2
2022,Ripoll,treballadors de baixa qualificació (%),,18.2
2022,Ripoll,població amb estudis baixos (%),,18.2
2022,Ripoll,població jove sense estudis postobligatoris (%),,34.8
2022,Ripoll,estrangers de països de renda baixa o mitjana (%),,13
2022,Ripoll,renda mitjana per persona (€),,14870
2022,Ripollet,població ocupada (%),,68.6
2022,Ripollet,treballadors de baixa qualificació (%),,13.9
2022,Ripollet,població amb estudis baixos (%),,15.1
2022,Ripollet,població jove sense estudis postobligatoris (%),,29.8
2022,Ripollet,estrangers de països de renda baixa o mitjana (%),,11.1
2022,Ripollet,renda mitjana per persona (€),,13602
2022,Riu de Cerdanya,població ocupada (%),,76.5
2022,Riu de Cerdanya,treballadors de baixa qualificació (%),.., 
2022,Riu de Cerdanya,població amb estudis baixos (%),,7.4
2022,Riu de Cerdanya,població jove sense estudis postobligatoris (%),.., 
2022,Riu de Cerdanya,estrangers de països de renda baixa o mitjana (%),,1
2022,Riu de Cerdanya,renda mitjana per persona (€),,18046
2022,Riudarenes,població ocupada (%),,66.3
2022,Riudarenes,treballadors de baixa qualificació (%),,15.5
2022,Riudarenes,població amb estudis baixos (%),,16.7
2022,Riudarenes,població jove sense estudis postobligatoris (%),,34.1
2022,Riudarenes,estrangers de països de renda baixa o mitjana (%),,10.3
2022,Riudarenes,renda mitjana per persona (€),,13821
2022,Riudaura,població ocupada (%),,76.2
2022,Riudaura,treballadors de baixa qualificació (%),.., 
2022,Riudaura,població amb estudis baixos (%),,7.6
2022,Riudaura,població jove sense estudis postobligatoris (%),,20.5
2022,Riudaura,estrangers de països de renda baixa o mitjana (%),,2.9
2022,Riudaura,renda mitjana per persona (€),,15552
2022,Riudecanyes,població ocupada (%),,65.6
2022,Riudecanyes,treballadors de baixa qualificació (%),,11.8
2022,Riudecanyes,població amb estudis baixos (%),,13.4
2022,Riudecanyes,població jove sense estudis postobligatoris (%),,29.9
2022,Riudecanyes,estrangers de països de renda baixa o mitjana (%),,11.1
2022,Riudecanyes,renda mitjana per persona (€),,13926
2022,Riudecols,població ocupada (%),,72
2022,Riudecols,treballadors de baixa qualificació (%),,8.9
2022,Riudecols,població amb estudis baixos (%),,11.6
2022,Riudecols,població jove sense estudis postobligatoris (%),,21.8
2022,Riudecols,estrangers de països de renda baixa o mitjana (%),,8.6
2022,Riudecols,renda mitjana per persona (€),,14300
2022,Riudellots de la Selva,població ocupada (%),,76.7
2022,Riudellots de la Selva,treballadors de baixa qualificació (%),,11.1
2022,Riudellots de la Selva,població amb estudis baixos (%),,9.3
2022,Riudellots de la Selva,població jove sense estudis postobligatoris (%),,22.9
2022,Riudellots de la Selva,estrangers de països de renda baixa o mitjana (%),,12.1
2022,Riudellots de la Selva,renda mitjana per persona (€),,16467
2022,Riudoms,població ocupada (%),,68.4
2022,Riudoms,treballadors de baixa qualificació (%),,14.5
2022,Riudoms,població amb estudis baixos (%),,19.7
2022,Riudoms,població jove sense estudis postobligatoris (%),,29
2022,Riudoms,estrangers de països de renda baixa o mitjana (%),,12.1
2022,Riudoms,renda mitjana per persona (€),,13457
2022,Riumors,població ocupada (%),,67.3
2022,Riumors,treballadors de baixa qualificació (%),.., 
2022,Riumors,població amb estudis baixos (%),,14.6
2022,Riumors,població jove sense estudis postobligatoris (%),.., 
2022,Riumors,estrangers de països de renda baixa o mitjana (%),,10.4
2022,Riumors,renda mitjana per persona (€),,16042
2022,"Roca del Vallès, la",població ocupada (%),,73.7
2022,"Roca del Vallès, la",treballadors de baixa qualificació (%),,9.2
2022,"Roca del Vallès, la",població amb estudis baixos (%),,10.8
2022,"Roca del Vallès, la",població jove sense estudis postobligatoris (%),,16.8
2022,"Roca del Vallès, la",estrangers de països de renda baixa o mitjana (%),,3.1
2022,"Roca del Vallès, la",renda mitjana per persona (€),,17652
2022,Rocafort de Queralt,població ocupada (%),,65.2
2022,Rocafort de Queralt,treballadors de baixa qualificació (%),.., 
2022,Rocafort de Queralt,població amb estudis baixos (%),,14.1
2022,Rocafort de Queralt,població jove sense estudis postobligatoris (%),.., 
2022,Rocafort de Queralt,estrangers de països de renda baixa o mitjana (%),,9.6
2022,Rocafort de Queralt,renda mitjana per persona (€),,13577
2022,Roda de Berà,població ocupada (%),,61.6
2022,Roda de Berà,treballadors de baixa qualificació (%),,13.4
2022,Roda de Berà,població amb estudis baixos (%),,15.9
2022,Roda de Berà,població jove sense estudis postobligatoris (%),,32.8
2022,Roda de Berà,estrangers de països de renda baixa o mitjana (%),,10.7
2022,Roda de Berà,renda mitjana per persona (€),,14186
2022,Roda de Ter,població ocupada (%),,72
2022,Roda de Ter,treballadors de baixa qualificació (%),,15.7
2022,Roda de Ter,població amb estudis baixos (%),,15.9
2022,Roda de Ter,població jove sense estudis postobligatoris (%),,34.5
2022,Roda de Ter,estrangers de països de renda baixa o mitjana (%),,12.6
2022,Roda de Ter,renda mitjana per persona (€),,14552
2022,Rodonyà,població ocupada (%),,56.1
2022,Rodonyà,treballadors de baixa qualificació (%),.., 
2022,Rodonyà,població amb estudis baixos (%),,14.4
2022,Rodonyà,població jove sense estudis postobligatoris (%),,25.6
2022,Rodonyà,estrangers de països de renda baixa o mitjana (%),,13.3
2022,Rodonyà,renda mitjana per persona (€),,12654
2022,Roquetes,població ocupada (%),,65.1
2022,Roquetes,treballadors de baixa qualificació (%),,13.4
2022,Roquetes,població amb estudis baixos (%),,17.3
2022,Roquetes,població jove sense estudis postobligatoris (%),,27.3
2022,Roquetes,estrangers de països de renda baixa o mitjana (%),,12.6
2022,Roquetes,renda mitjana per persona (€),,12598
2022,Roses,població ocupada (%),,58.9
2022,Roses,treballadors de baixa qualificació (%),,17.3
2022,Roses,població amb estudis baixos (%),,21.2
2022,Roses,població jove sense estudis postobligatoris (%),,38.6
2022,Roses,estrangers de països de renda baixa o mitjana (%),,19.5
2022,Roses,renda mitjana per persona (€),,12061
2022,Rosselló,població ocupada (%),,68.6
2022,Rosselló,treballadors de baixa qualificació (%),,11.8
2022,Rosselló,població amb estudis baixos (%),,15.7
2022,Rosselló,població jove sense estudis postobligatoris (%),,32.4
2022,Rosselló,estrangers de països de renda baixa o mitjana (%),,14.2
2022,Rosselló,renda mitjana per persona (€),,14064
2022,"Rourell, el",població ocupada (%),,69.1
2022,"Rourell, el",treballadors de baixa qualificació (%),.., 
2022,"Rourell, el",població amb estudis baixos (%),,9.2
2022,"Rourell, el",població jove sense estudis postobligatoris (%),.., 
2022,"Rourell, el",estrangers de països de renda baixa o mitjana (%),,10
2022,"Rourell, el",renda mitjana per persona (€),,13590
2022,Rubí,població ocupada (%),,67.2
2022,Rubí,treballadors de baixa qualificació (%),,14.2
2022,Rubí,població amb estudis baixos (%),,13.1
2022,Rubí,població jove sense estudis postobligatoris (%),,26
2022,Rubí,estrangers de països de renda baixa o mitjana (%),,11.3
2022,Rubí,renda mitjana per persona (€),,14024
2022,Rubió,població ocupada (%),,73.1
2022,Rubió,treballadors de baixa qualificació (%),.., 
2022,Rubió,població amb estudis baixos (%),,12.3
2022,Rubió,població jove sense estudis postobligatoris (%),.., 
2022,Rubió,estrangers de països de renda baixa o mitjana (%),,1.2
2022,Rubió,renda mitjana per persona (€),,15359
2022,Rupià,població ocupada (%),,71.8
2022,Rupià,treballadors de baixa qualificació (%),.., 
2022,Rupià,població amb estudis baixos (%),,2.6
2022,Rupià,població jove sense estudis postobligatoris (%),.., 
2022,Rupià,estrangers de països de renda baixa o mitjana (%),,6
2022,Rupià,renda mitjana per persona (€),,19588
2022,Rupit i Pruit,població ocupada (%),,78.3
2022,Rupit i Pruit,treballadors de baixa qualificació (%),.., 
2022,Rupit i Pruit,població amb estudis baixos (%),,14.5
2022,Rupit i Pruit,població jove sense estudis postobligatoris (%),.., 
2022,Rupit i Pruit,estrangers de països de renda baixa o mitjana (%),,2.8
2022,Rupit i Pruit,renda mitjana per persona (€),,17029
